id,grammarType,group,sentence,optionA,optionB,optionC,optionD,correct,infinitive,preteritum,meaning,translation,synonym,antonym
709,Đồng nghĩa,,"Ich habe noch einmal im Wörterbuch ""nachgesehen"". — Từ nào đồng nghĩa với từ trong ngoặc kép?",schließen,überprüfen,öffnen,wenden,überprüfen,nachsehen,sah nach,kiểm tra lại,Tôi đã tra lại một lần nữa trong từ điển.,,
710,Đồng nghĩa,,"Sie hat sich ihrem Freund voller Sorge ""zugewendet"". — Từ nào đồng nghĩa với từ trong ngoặc kép?",einstellen,bedrängen,sich widmen,empfehlen,sich widmen,sich zuwenden,wendete zu,"hướng về, quan tâm đến",Cô ấy đã hướng về bạn trai mình với đầy lo lắng.,,
711,Đồng nghĩa,,"Der Zug ist pünktlich ""angekommen"". — Từ nào đồng nghĩa với từ trong ngoặc kép?",signieren,erwähnen,eintreffen,haben,eintreffen,ankommen,kam an,đến nơi,Tàu đã đến đúng giờ.,,
712,Đồng nghĩa,,"Wir haben uns die Bilder gemeinsam ""angeschaut"". — Từ nào đồng nghĩa với từ trong ngoặc kép?",entkommen,hinuntersteigen,betrachten,beobachten,betrachten,anschauen,schaute an,nhìn ngắm,Chúng tôi đã cùng nhau xem những bức ảnh.,,
713,Đồng nghĩa,,"Ich habe mir seine Geschichte geduldig ""angehört"". — Từ nào đồng nghĩa với từ trong ngoặc kép?",klingen,starten,fliehen,haben,klingen,anhören,hörte an,nghe qua; nghe có vẻ,Tôi đã kiên nhẫn nghe câu chuyện của anh ấy.,,
714,Đồng nghĩa,,"Ich habe die Tür fest ""zugemacht"". — Từ nào đồng nghĩa với từ trong ngoặc kép?",aufstellen,schließen,reduzieren,(eine Prüfung) schaffen,schließen,zumachen,machte zu,đóng lại,Tôi đã đóng chặt cửa lại.,,
715,Đồng nghĩa,,"Die Bergsteiger haben den Gipfel ""bestiegen"". — Từ nào đồng nghĩa với từ trong ngoặc kép?",hinaufklettern,beginnen,signieren,präsentieren,hinaufklettern,besteigen,bestieg,"leo lên (núi, xe)",Những người leo núi đã chinh phục đỉnh núi.,,
716,Đồng nghĩa,,"Er hat den Wasserhahn am Ende wieder ""abgedreht"". — Từ nào đồng nghĩa với từ trong ngoặc kép?",ausschalten,retournieren,öffnen,sich erkundigen,ausschalten,abdrehen,drehte ab,vặn tắt; đổi hướng,Cuối cùng anh ấy đã vặn tắt vòi nước lại.,,
717,Đồng nghĩa,,"Wir haben dem Spiel gespannt ""zugesehen"". — Từ nào đồng nghĩa với từ trong ngoặc kép?",betreten,beobachten,sich vorstellen lassen,abstellen,beobachten,zusehen,sah zu,"xem, chứng kiến",Chúng tôi đã hồi hộp theo dõi trận đấu.,,
718,Đồng nghĩa,,"Der Dieb hat ihr die Tasche ""weggenommen"". — Từ nào đồng nghĩa với từ trong ngoặc kép?",vorlesen,entfernen,schrumpfen,verhüllen,entfernen,wegnehmen,nahm weg,lấy đi,Tên trộm đã giật lấy túi xách của cô ấy.,,
719,Đồng nghĩa,,"Ich habe gestern ein Paket ""bekommen"". — Từ nào đồng nghĩa với từ trong ngoặc kép?",realisieren,betrachten,"erhalten, kriegen",verhüllen,"erhalten, kriegen",bekommen,bekam,nhận được,Hôm qua tôi đã nhận được một gói hàng.,,
720,Đồng nghĩa,,"Ich habe im Winter leider etwas ""zugenommen"". — Từ nào đồng nghĩa với từ trong ngoặc kép?",steigen,"erhalten, kriegen","akzeptieren, vermuten",neu formulieren,steigen,zunehmen,nahm zu,tăng cân/tăng lên,Tiếc là tôi đã tăng cân một chút vào mùa đông.,,
721,Đồng nghĩa,,"Er hat die Gruppe bis zum Ziel ""angeführt"". — Từ nào đồng nghĩa với từ trong ngoặc kép?","canceln, stornieren",leiten,auswählen,errichten,leiten,anführen,führte an,dẫn đầu; trích dẫn,Anh ấy đã dẫn dắt nhóm đến đích.,,
722,Đồng nghĩa,,"Sie hat ihre neue Stelle letzten Monat ""angetreten"". — Từ nào đồng nghĩa với từ trong ngoặc kép?",beginnen,verteilen,lauschen,studieren,beginnen,antreten,trat an,bắt đầu công việc; xếp hàng,Tháng trước cô ấy đã bắt đầu công việc mới.,,
723,Đồng nghĩa,,"Er hat das Licht vor dem Schlafen ""ausgeschaltet"". — Từ nào đồng nghĩa với từ trong ngoặc kép?",versäumen,nachfragen,abstellen,erklären,abstellen,ausschalten,schaltete aus,tắt (thiết bị),Anh ấy đã tắt đèn trước khi ngủ.,,
724,Đồng nghĩa,,"Er hat den Motor im Winter sofort ""angelassen"". — Từ nào đồng nghĩa với từ trong ngoặc kép?",starten,überlegen,wechseln,bestimmen,starten,anlassen,ließ an,để máy chạy; khởi động,Vào mùa đông anh ấy đã khởi động động cơ ngay lập tức.,,
725,Đồng nghĩa,,"Jemand hat den Stuhl ""verstellt"". — Từ nào đồng nghĩa với từ trong ngoặc kép?",betrachten,planen,verändern,präsentieren,verändern,verstellen,verstellte,điều chỉnh; giả vờ,Ai đó đã chỉnh lại vị trí chiếc ghế.,,
726,Đồng nghĩa,,"Sie sind früh am Morgen ""weggefahren"". — Từ nào đồng nghĩa với từ trong ngoặc kép?",abreisen,hochsteigen,bezahlen,aufbrechen,abreisen,wegfahren,fuhr weg,lái xe đi,Họ đã lái xe đi từ sáng sớm.,,
727,Đồng nghĩa,,"Der Techniker hat die Maschine wieder ""angeworfen"". — Từ nào đồng nghĩa với từ trong ngoặc kép?",beginnen,studieren,starten,verhüllen,starten,anwerfen,warf an,khởi động máy,Kỹ thuật viên đã khởi động lại cỗ máy.,,
728,Đồng nghĩa,,"Ich bin schnell in den Bus ""eingestiegen"". — Từ nào đồng nghĩa với từ trong ngoặc kép?",wechseln,ablehnen,betreten,einziehen,betreten,einsteigen,stieg ein,lên xe,Tôi đã nhanh chóng lên xe buýt.,,
729,Đồng nghĩa,,"Ich habe mein Fahrrad vor dem Haus ""abgestellt"". — Từ nào đồng nghĩa với từ trong ngoặc kép?",verknüpfen,"groß, reif",interviewen,ausschalten,ausschalten,abstellen,stellte ab,tắt; đỗ xe,Tôi đã để xe đạp trước nhà.,,
730,Đồng nghĩa,,"Das Auto hat die Tür beim Unfall ""eingedrückt"". — Từ nào đồng nghĩa với từ trong ngoặc kép?",einbeulen,retournieren,hineingehen,verüben (tội),einbeulen,eindrücken,drückte ein,"làm móp, ấn vào",Chiếc xe đã làm móp cánh cửa trong vụ tai nạn.,,
731,Đồng nghĩa,,"Ich bin mit meinem Kollegen ""mitgefahren"". — Từ nào đồng nghĩa với từ trong ngoặc kép?",hineingehen,mitkommen,überlegen,betrachten,mitkommen,mitfahren,fuhr mit,đi cùng xe,Tôi đã đi nhờ xe cùng đồng nghiệp.,,
732,Đồng nghĩa,,"Wir haben höflich nach dem Preis ""angefragt"". — Từ nào đồng nghĩa với từ trong ngoặc kép?",nachweisen,stoppen,verzichten,nachfragen,nachfragen,anfragen,fragte an,hỏi thăm (chính thức),Chúng tôi đã lịch sự hỏi thăm về giá cả.,,
733,Đồng nghĩa,,"Wir haben das Problem ausführlich ""besprochen"". — Từ nào đồng nghĩa với từ trong ngoặc kép?",sich anziehen,diskutieren,präsentieren,belasten,diskutieren,besprechen,besprach,thảo luận,Chúng tôi đã thảo luận kỹ về vấn đề đó.,,
734,Đồng nghĩa,,"Diese Regel wurde vor zwei Jahren ""eingeführt"". — Từ nào đồng nghĩa với từ trong ngoặc kép?",bezahlen,fortsetzen,importieren,schließen,importieren,einführen,führte ein,giới thiệu; nhập khẩu,Quy định này đã được ban hành hai năm trước.,,
735,Đồng nghĩa,,"Diese Frage wurde in der Debatte ""aufgeworfen"". — Từ nào đồng nghĩa với từ trong ngoặc kép?",herausfließen,betrachten,betreffen,stellen,stellen,aufwerfen,warf auf,đặt ra (câu hỏi),Câu hỏi này đã được đặt ra trong cuộc tranh luận.,,
736,Đồng nghĩa,,"Er hat mir die schlechte Nachricht sofort ""mitgeteilt"". — Từ nào đồng nghĩa với từ trong ngoặc kép?",weggehen von,aufbrechen,informieren,betreffen,informieren,mitteilen,teilte mit,thông báo,Anh ấy đã báo ngay cho tôi tin xấu đó.,,
737,Đồng nghĩa,,"Das Paket wurde schnell ""losgebunden"". — Từ nào đồng nghĩa với từ trong ngoặc kép?",verzichten,sich erheben,entscheiden,lösen,lösen,losbinden,band los,"cởi trói, tháo dây",Gói hàng đã nhanh chóng được tháo dây.,,
738,Đồng nghĩa,,"Die Namen der Gewinner wurden laut ""verlesen"". — Từ nào đồng nghĩa với từ trong ngoặc kép?",verzichten,orientieren,vorlesen,umstoßen,vorlesen,verlesen,verlas,đọc to (danh sách),Tên của những người chiến thắng đã được đọc to lên.,,
739,Đồng nghĩa,,"Nach dem Unfall ist ein großer Stau ""entstanden"". — Từ nào đồng nghĩa với từ trong ngoặc kép?",sich bilden,erwerben,starten,eintreffen,sich bilden,entstehen,entstand,"hình thành, nảy sinh","Sau vụ tai nạn, một vụ kẹt xe lớn đã hình thành.",,
740,Đồng nghĩa,,"Sie hat das Buch auf Seite zehn ""aufgeschlagen"". — Từ nào đồng nghĩa với từ trong ngoặc kép?",öffnen,kopieren,zurückkehren,auswählen,öffnen,aufschlagen,schlug auf,đập vỡ trứng; mở sách; tăng giá,Cô ấy đã mở sách ra ở trang mười.,,
741,Đồng nghĩa,,"Ich habe noch einmal ""nachgefragt"", weil ich es nicht verstanden hatte. — Từ nào đồng nghĩa với từ trong ngoặc kép?",sich erkundigen,fallen lassen,öffnen,einstellen,sich erkundigen,nachfragen,fragte nach,hỏi lại cho rõ,Tôi đã hỏi lại một lần nữa vì chưa hiểu rõ.,,
742,Đồng nghĩa,,"Der Täter hat einen schweren Fehler ""begangen"". — Từ nào đồng nghĩa với từ trong ngoặc kép?",verlassen,verüben (tội),herausschneiden,teilnehmen,verüben (tội),begehen,beging,"phạm (tội), tổ chức lễ",Thủ phạm đã phạm một sai lầm nghiêm trọng.,,
743,Đồng nghĩa,,"Ich bin heute sehr früh ""aufgewacht"". — Từ nào đồng nghĩa với từ trong ngoặc kép?",äußern,stoppen,gestehen,erwachen,erwachen,aufwachen,wachte auf,tỉnh giấc,Hôm nay tôi đã thức giấc rất sớm.,,
744,Đồng nghĩa,,"Das Öl ist aus dem Tank ""ausgelaufen"". — Từ nào đồng nghĩa với từ trong ngoặc kép?",verkünden,herausfließen,starten,zustimmen,herausfließen,auslaufen,lief aus,chảy ra; hết hạn,Dầu đã bị rò rỉ ra khỏi bình chứa.,,
745,Đồng nghĩa,,"Der Film hat das Thema sehr gut ""dargestellt"". — Từ nào đồng nghĩa với từ trong ngoặc kép?",zeigen,sich maskieren,zerschneiden,erklären,zeigen,darstellen,stellte dar,miêu tả; biểu diễn,Bộ phim đã thể hiện chủ đề này rất tốt.,,
746,Đồng nghĩa,,"Ein fremder Hund ist uns einfach ""zugelaufen"". — Từ nào đồng nghĩa với từ trong ngoặc kép?",sich bilden,sich nähern,übermitteln,erzwingen,sich nähern,zulaufen,lief zu,chạy đến,Một con chó lạ đã tự chạy đến với chúng tôi.,,
747,Đồng nghĩa,,"Ich habe mein Studium letztes Jahr ""abgeschlossen"". — Từ nào đồng nghĩa với từ trong ngoặc kép?",imitieren,mitmachen,wechseln,beenden,beenden,abschließen,schloss ab,hoàn thành; khóa,Năm ngoái tôi đã hoàn thành việc học đại học.,,
748,Đồng nghĩa,,"Dieses Haus hat früher meinem Großvater ""gehört"". — Từ nào đồng nghĩa với từ trong ngoặc kép?",präsentieren,verlocken,Eigentum sein von,präsentieren,Eigentum sein von,gehören,gehörte,thuộc về,Ngôi nhà này trước đây thuộc về ông tôi.,,
749,Đồng nghĩa,,"Er hat diese Entscheidung gut ""bedacht"". — Từ nào đồng nghĩa với từ trong ngoặc kép?",überlegen,sich widmen,interviewen,bestimmen,überlegen,bedenken,bedachte,cân nhắc,Anh ấy đã suy nghĩ kỹ về quyết định này.,,
750,Đồng nghĩa,,"Diese Straße darf nicht mit dem Lkw ""befahren"" werden. — Từ nào đồng nghĩa với từ trong ngoặc kép?",anmachen,hineingehen,nutzen,klingen,nutzen,befahren,befuhr,đi trên (đường),Con đường này không được phép cho xe tải đi qua.,,
751,Đồng nghĩa,,"Sie hat ihre Heimat vor Jahren ""verlassen"". — Từ nào đồng nghĩa với từ trong ngoặc kép?",weggehen von,modifizieren,kündigen,zusammenstoßen,weggehen von,verlassen,verließ,rời bỏ,Cô ấy đã rời quê hương từ nhiều năm trước.,,
752,Đồng nghĩa,,"Unsere Mannschaft ist im Finale klar ""unterlegen"". — Từ nào đồng nghĩa với từ trong ngoặc kép?",umwandeln,präsentieren,kündigen,verlieren,verlieren,unterliegen,unterlag,"thua, chịu thua",Đội của chúng tôi đã thua rõ rệt ở trận chung kết.,,
753,Đồng nghĩa,,"Der Skandal wurde von einem Journalisten ""aufgedeckt"". — Từ nào đồng nghĩa với từ trong ngoặc kép?",enthüllen,erwähnen,sich widmen,angleichen,enthüllen,aufdecken,deckte auf,"phanh phui, lật tẩy",Vụ bê bối đã bị một nhà báo phanh phui.,,
754,Đồng nghĩa,,"Der Motor ist heute Morgen sofort ""angelaufen"". — Từ nào đồng nghĩa với từ trong ngoặc kép?",beginnen,steigen,verfallen,äußern,beginnen,anlaufen,lief an,khởi động; chạy đến,Sáng nay động cơ đã khởi động ngay lập tức.,,
755,Đồng nghĩa,,"Wir haben während der Werbung den Kanal ""umgeschaltet"". — Từ nào đồng nghĩa với từ trong ngoặc kép?",austeilen,verändern,wechseln,schlucken,wechseln,umschalten,schaltete um,chuyển kênh/chế độ,Chúng tôi đã chuyển kênh trong lúc quảng cáo.,,
756,Đồng nghĩa,,"Die Firma hat in zehn Jahren ein großes Netzwerk ""aufgebaut"". — Từ nào đồng nghĩa với từ trong ngoặc kép?",errichten,aufgeben,nachfragen,verkünden,errichten,aufbauen,baute auf,xây dựng lên,Công ty đã xây dựng một mạng lưới lớn trong mười năm.,,
757,Đồng nghĩa,,"Ich habe meine Tochter von der Schule ""abgeholt"". — Từ nào đồng nghĩa với từ trong ngoặc kép?",greifen,einsammeln,erneut überlegen,teilnehmen,einsammeln,abholen,holte ab,"đi đón, đi lấy",Tôi đã đón con gái từ trường về.,,
758,Đồng nghĩa,,"Die Kameras haben den Parkplatz die ganze Nacht ""überwacht"". — Từ nào đồng nghĩa với từ trong ngoặc kép?",zerschneiden,angehen,kontrollieren,amüsieren,kontrollieren,überwachen,überwachte,giám sát,Camera đã giám sát bãi đỗ xe suốt đêm.,,
759,Đồng nghĩa,,"Ein anderes Auto ist hinten ""aufgefahren"". — Từ nào đồng nghĩa với từ trong ngoặc kép?",zusammenstoßen,lösen,hinuntersteigen,präsentieren,zusammenstoßen,auffahren,fuhr auf,đâm vào phía sau,Một chiếc xe khác đã đâm vào phía sau.,,
760,Đồng nghĩa,,"Der Wind hat den Zaun ""umgeworfen"". — Từ nào đồng nghĩa với từ trong ngoặc kép?",zertrümmern,eintragen,umstoßen,weiterführen,umstoßen,umwerfen,warf um,làm đổ,Gió đã làm đổ hàng rào.,,
761,Đồng nghĩa,,"Die alte Fabrik wurde komplett ""abgebaut"". — Từ nào đồng nghĩa với từ trong ngoặc kép?",haben,sich vorstellen lassen,demontieren,enden,demontieren,abbauen,baute ab,tháo dỡ; khai thác,Nhà máy cũ đã được tháo dỡ hoàn toàn.,,
762,Đồng nghĩa,,"Ich habe lange über das Problem ""nachgedacht"". — Từ nào đồng nghĩa với từ trong ngoặc kép?",ordern,entscheiden,überlegen,hinuntersteigen,überlegen,nachdenken,dachte nach,suy nghĩ kỹ,Tôi đã suy nghĩ rất lâu về vấn đề đó.,,
763,Đồng nghĩa,,"Ich habe meinen Regenschirm ""mitgenommen"". — Từ nào đồng nghĩa với từ trong ngoặc kép?",blockieren,demontieren,zusammenstoßen,begleiten,begleiten,mitnehmen,nahm mit,mang theo,Tôi đã mang theo ô của mình.,,
764,Đồng nghĩa,,"Zu Karneval haben sich alle als Piraten ""verkleidet"". — Từ nào đồng nghĩa với từ trong ngoặc kép?",sich gut verstehen,interviewen,freilassen,sich maskieren,sich maskieren,verkleiden,verkleidete,"hóa trang, cải trang","Vào dịp lễ hội Carnival, mọi người đã hóa trang thành cướp biển.",,
765,Đồng nghĩa,,"Der Regen hat uns leider ""aufgehalten"". — Từ nào đồng nghĩa với từ trong ngoặc kép?",planen,darstellen,probieren,hindern,hindern,aufhalten,hielt auf,ngăn cản; giữ chân,Tiếc là cơn mưa đã làm chúng tôi chậm trễ.,,
766,Đồng nghĩa,,"Mir ist plötzlich eine gute Idee ""eingefallen"". — Từ nào đồng nghĩa với từ trong ngoặc kép?",herausschneiden,in den Sinn kommen,einstecken,kündigen,in den Sinn kommen,einfallen,fiel ein,nảy ra ý tưởng,Tôi bỗng nảy ra một ý tưởng hay.,,
767,Đồng nghĩa,,"Sein Angebot wurde höflich ""abgeschlagen"". — Từ nào đồng nghĩa với từ trong ngoặc kép?",ablehnen,äußern,errichten,planen,ablehnen,abschlagen,schlug ab,từ chối; đánh rơi,Đề nghị của anh ấy đã bị từ chối một cách lịch sự.,,
768,Đồng nghĩa,,"Mit achtzehn Jahren gilt man in Deutschland als ""erwachsen"". — Từ nào đồng nghĩa với từ trong ngoặc kép?",öffnen,"groß, reif",weggehen von,zurückkehren,"groß, reif",erwachsen,erwuchs,trưởng thành (tính từ/động từ),"Ở Đức, tròn mười tám tuổi được coi là trưởng thành.",,
769,Đồng nghĩa,,"Das Gebäude ist im Laufe der Jahre ""verfallen"". — Từ nào đồng nghĩa với từ trong ngoặc kép?",einbeulen,ablaufen,erweitern,sich aufhalten,ablaufen,verfallen,verfiel,hết hạn; suy tàn,Tòa nhà đã xuống cấp theo năm tháng.,,
770,Đồng nghĩa,,"Der Blitz ist direkt neben uns ""eingeschlagen"". — Từ nào đồng nghĩa với từ trong ngoặc kép?",einwickeln,ablehnen,einsammeln,sich bilden,einwickeln,einschlagen,schlug ein,đập vào; gói lại,Tia sét đã đánh trúng ngay bên cạnh chúng tôi.,,
